Position vector (('Age', 'StudyTimeWeekly', 'GPA')):
[18.0, 13.87726684656789, 2.5374768278143587]
[17.0, 9.786454949502428, 2.298417928509479]
[17.0, 10.251524318484233, 2.2598041504961186]
[16.0, 5.35548629208235, 1.3213433008698847]
[18.0, 9.099015536839994, 0.9499742281238568]
[15.0, 9.415699940254145, 0.818786616073051]
[17.0, 14.132850434978678, 2.3392245127535936]
[18.0, 18.81279998372228, 2.6827762879633723]
[18.0, 6.586425549650086, 1.543837471085622]
[16.0, 0.8440093716259689, 0.1969011048236224]
[17.0, 9.925902510012794, 2.748610257448085]
[17.0, 10.889226642983372, 1.1048937876999445]
[15.0, 3.368811022638305, 2.553439811443938]
[17.0, 15.209292125521332, 3.2742334588098787]
[15.0, 19.69858216882984, 3.1860603780389143]
[17.0, 18.91549434016921, 1.722115750240589]
[16.0, 3.942120776473044, 2.3380463575903736]
[17.0, 17.507264798015214, 3.273998748434336]
[15.0, 14.089872728233694, 2.993502391205279]
[15.0, 9.076931276138232, 0.8963978990233954]
[16.0, 10.812219886494582, 2.9610552588035977]
[17.0, 16.99200349964916, 2.6743510954520984]
[17.0, 9.602698792767464, 1.2178731513333656]
[16.0, 7.464147382102537, 1.36559111032951]
[17.0, 9.864949860519715, 1.5222748446854282]
[17.0, 11.582596080700982, 2.2314023973705024]
[15.0, 3.781553075566977, 2.135266354890094]
[17.0, 18.018154605339813, 2.255698914963147]
[17.0, 13.483738976592276, 2.751145787611705]
[16.0, 12.665378346749778, 0.8976341586164038]
[16.0, 1.9899245236127627, 3.117354434785501]
[18.0, 12.083478763451836, 1.2875951312580094]
[15.0, 2.4192132447698467, 0.5710530980330257]
[17.0, 1.573953503907981, 0.5813557994949716]
[17.0, 10.546217912847863, 1.6434624040739565]
[18.0, 8.055710680929899, 1.2348440407820207]
[17.0, 11.776205403124465, 2.968093619579765]
[15.0, 1.784443361144772, 2.009298479722319]
[18.0, 8.619661256945168, 1.146086034129592]
[15.0, 3.4957343009031594, 2.1923631978552875]
[18.0, 19.74200171848233, 0.94573087329995]
[18.0, 11.223004248703488, 0.5672500284902902]
[16.0, 13.748737218817348, 0.9707643470928292]
[15.0, 6.508365613652156, 1.6560601255004677]
[17.0, 1.894778295586883, 2.8393132491560324]
[17.0, 19.517417255670733, 0.189818059909026]
[15.0, 5.7251807076636645, 3.25829468502287]
[17.0, 8.476163703471485, 1.920055852658896]
[17.0, 12.9972784340515, 2.0217714943693785]
[15.0, 0.4939459537222257, 0.1259330746249498]
[18.0, 16.205182610345737, 1.2870134123902284]
[15.0, 10.731563800572406, 2.591426703229313]
[18.0, 5.564343741376443, 1.4633796485356]
[17.0, 1.232159705849385, 1.465549386433812]
[17.0, 3.2499683094888288, 1.710466837709535]
[17.0, 17.900677177068737, 2.288505685252231]
[16.0, 13.72048447871782, 1.9609688486532324]
[18.0, 4.998034432737796, 2.6216233262773407]
[16.0, 1.3120152989005909, 0.7683163859836675]
[16.0, 13.812306247732726, 1.8064063454058108]
[15.0, 11.448154519355302, 0.88186635307777]
[16.0, 8.090390489164701, 0.8170682206563473]
[15.0, 7.272228983801277, 1.4461325277019692]
[15.0, 4.336285518582166, 3.339094362200312]
[16.0, 13.392225130750353, 0.8196254779474454]
[18.0, 19.41336055587741, 0.6768179731112823]
[18.0, 3.514304916736517, 1.3895448744649723]
[18.0, 11.942332400310068, 1.9915084140251773]
[18.0, 8.483701114919524, 1.6398675504146123]
[18.0, 8.933774434893298, 2.511743020605421]
[16.0, 5.082945602556288, 2.9839199495864985]
[16.0, 16.50269751322838, 1.25865485443205]
[17.0, 9.705112082944822, 1.4179299273727557]
[18.0, 10.86811704396528, 1.5970165723817666]
[16.0, 6.095218255946515, 3.08869986818596]
[17.0, 3.636169313338995, 1.6413414427787147]
[18.0, 1.7182077640564095, 2.5868706562634283]
[15.0, 14.282382818498318, 2.389032645212185]
[17.0, 3.924685633757112, 1.8981464002812247]
[16.0, 13.801507083775954, 2.1104879749817496]
[15.0, 7.807528920939077, 1.7002735894049137]
[15.0, 8.315496019793029, 1.0444999950877136]
[15.0, 9.383549921855431, 1.1941661337644758]
[17.0, 7.354170162550863, 2.6491368281965504]
[16.0, 2.0123995444518017, 1.2341413889277302]
[15.0, 6.192636200056915, 2.127408865912826]
[18.0, 13.274687213878767, 2.913887649138132]
[15.0, 13.31568802937742, 3.119393913150377]
[15.0, 5.724486144799887, 1.0363787383257312]
[17.0, 9.20205253115376, 2.403284547023526]
[17.0, 3.8689445602387496, 3.1565080639094454]
[16.0, 4.207441630596716, 2.723471858740064]
[18.0, 0.4609417681321481, 1.5309511463109082]
[17.0, 17.934930998154893, 3.468581349135728]
[15.0, 4.214133301498125, 2.3020320443414053]
[16.0, 4.550677538729266, 1.265677909199434]
[15.0, 5.592028652902636, 1.479602227739032]
[15.0, 2.54816143390858, 1.4450767191993792]
[17.0, 12.785257663627256, 0.8094338103684621]
[16.0, 1.5028590635517314, 2.1502332699887816]
[18.0, 2.6840485265270053, 0.5591437155118445]
[18.0, 12.895134531801858, 0.5807884851770568]
[17.0, 6.793212409628855, 1.602089195984674]
[17.0, 14.158956534023782, 1.0027983635819373]
[16.0, 11.14849489340284, 1.6630634531990602]
[18.0, 5.120423461230262, 1.5315464597195698]
[18.0, 13.016559009786562, 2.205842147030335]
[18.0, 2.325473605857613, 1.155338560965664]
[15.0, 10.728207661600608, 2.153758339869399]
[18.0, 8.742962100900693, 2.592786686317039]
[15.0, 5.357471656348816, 0.9123305070955544]
[16.0, 12.080099954790002, 0.6956309334599464]
[15.0, 17.42667184680565, 2.139619891368985]
[16.0, 19.97809399526153, 1.5504493308923313]
[18.0, 12.15525537486849, 1.5475367003506038]
[18.0, 8.094117486583404, 2.966548034294946]
[16.0, 4.5041420043240326, 1.6336793710032238]
[17.0, 5.141921787902235, 2.3325403195354064]
[16.0, 9.589099562995314, 3.270262309404739]
[17.0, 7.345554025614184, 0.3464705925902769]
[15.0, 18.276290452498884, 1.8949043363401072]
[15.0, 7.365909353114191, 1.4567426010872695]
[15.0, 7.468891822908709, 2.5537231512721896]
[18.0, 7.67069024867954, 2.224197461212005]
[15.0, 16.732404207353163, 1.8476004181084256]
[17.0, 13.015766416938035, 1.849760707133483]
[15.0, 12.283377006377854, 3.268794215560215]
[16.0, 6.682860447677244, 2.546516637246023]
[16.0, 16.35808353664879, 3.1012292205041274]
[18.0, 0.7672772271140227, 0.6559540779626771]
[16.0, 17.415943446762263, 3.088512305616677]
[17.0, 10.254997995878592, 1.992559805482]
[15.0, 7.965004697268256, 2.605247445547851]
[18.0, 9.943345614353714, 1.7339724542334658]
[15.0, 13.348310610676622, 1.11384878785912]
[15.0, 0.2553085303579472, 1.6492502516618042]
[17.0, 17.431037129164956, 1.3375549802098765]
[16.0, 8.934790506227856, 1.9846599185571745]
[16.0, 6.859330394001564, 3.060881655966949]
[15.0, 2.764911312681142, 2.3928973584250004]
[18.0, 8.789307487168843, 2.0837969900967988]
[16.0, 9.926455425687577, 3.64573804877044]
[18.0, 8.072933889869557, 0.322286081625407]
[16.0, 13.573201876537942, 1.129514334361546]
[18.0, 8.41793057518452, 0.6307569438666114]
[17.0, 19.228351556931468, 3.157229638804093]
[18.0, 11.985550356471837, 0.680087787496653]
[17.0, 16.14955871303818, 0.7963598478866475]
[17.0, 2.187118062189577, 2.844039214925591]
[18.0, 7.945825858918114, 1.253451854215859]
[17.0, 6.736954028943054, 0.534508880538856]
[15.0, 11.389647762731837, 3.191046118219917]
[17.0, 17.222270401228513, 2.81542127530912]
[16.0, 1.5667643552401334, 2.1571223032650955]
[18.0, 1.4514959608942155, 2.7238280604010647]
[15.0, 17.00635416315198, 2.627693905554347]
[18.0, 4.257001720767148, 0.9124156208354256]
[16.0, 13.375065088996276, 2.609623081817451]
[16.0, 10.857562647216104, 2.981992255406158]
[16.0, 16.657871897744588, 1.625082773696198]
[17.0, 2.5017781967280706, 1.3616984178594074]
[17.0, 2.595659314452225, 1.9169618961294344]
[18.0, 11.13636720556615, 1.011253194616751]
[18.0, 18.92757306716742, 2.3321590405051187]
[15.0, 8.299955167415085, 3.387938347765993]
[15.0, 6.538842005093899, 2.384690791358408]
[18.0, 12.133786463957716, 2.7808169956104924]
[17.0, 18.608972010900622, 0.5348357535394734]
[16.0, 16.738556656892474, 2.542214348782037]
[18.0, 19.9096722146644, 3.0071290674312805]
[15.0, 0.4513716640475418, 2.9858098143768106]
[17.0, 2.2571628942552446, 1.9493060573283008]
[18.0, 12.18935526733244, 2.1478451963634986]
[18.0, 16.411528786676996, 1.1757680252358405]
[17.0, 5.704886846135331, 1.4003632540944204]
[18.0, 4.784221760684375, 1.7555440233413917]
[17.0, 15.739515987624015, 2.900096239205548]
[16.0, 1.1276370770646316, 1.0334594906901564]
[17.0, 7.387652951651702, 1.907742363387151]
[17.0, 10.116184451846594, 1.880909289765476]
[17.0, 11.206973487006469, 2.614950353949793]
[18.0, 14.572303135855538, 3.1071355935726115]
[18.0, 7.096914468613164, 1.3864645615000095]
[17.0, 12.253686893492144, 2.833760071844812]
[18.0, 11.707508455819127, 1.0861513973549914]
[15.0, 10.952322013074944, 2.874037360035303]
[15.0, 12.809665862844245, 2.895671304659184]
[18.0, 5.188983421361526, 3.1813076022771107]
[18.0, 1.6929750716925795, 0.4712831088434319]
[17.0, 2.3854334407948685, 2.2113795279733512]
[16.0, 4.491647653078021, 3.375252255246081]
[18.0, 10.003958710455706, 3.203858190796927]
[15.0, 16.808855010920404, 3.3501791105924874]
[17.0, 14.025866841767682, 1.7257915297427142]
[18.0, 15.780812084040942, 2.2166038146961022]
[15.0, 7.019512478521827, 2.0046273170074884]
[15.0, 8.093074832971004, 0.7157420455446748]
[16.0, 7.873637719812256, 3.8806400848697424]
[17.0, 3.8374636880900304, 1.689528158418944]
[17.0, 1.2243331628714405, 1.7579788035014272]
[16.0, 11.818321856544536, 2.136399546240388]
[16.0, 19.784333668411723, 0.911568270646688]
[17.0, 3.3365940990052567, 1.1378011102056016]
[17.0, 0.9336963979854752, 2.34926492736688]
[18.0, 15.59063363647866, 0.6237474365472879]
[18.0, 5.051720133694484, 0.3410294459251265]
[16.0, 16.59287610705857, 2.223813666751698]
[18.0, 14.078733340690308, 2.328240384630152]
[15.0, 18.91347074101609, 1.6230778220088506]
[18.0, 8.178544715133441, 2.200896321528595]
[18.0, 13.239396789012684, 2.5841106550638626]
[15.0, 9.297095616265414, 2.9965033042477023]
[16.0, 12.61177394617087, 2.373993481435845]
[15.0, 8.991978120154746, 2.8304044557095467]
[18.0, 3.7726449284814967, 2.5251155338354896]
[16.0, 10.157948320067618, 1.0429816505882752]
[18.0, 10.571684028748846, 2.661096903670216]
[15.0, 16.21207696520322, 1.599593887728051]
[15.0, 14.710414115871624, 1.7994091491725042]
[18.0, 13.275832478828882, 2.6576385566960075]
[17.0, 2.2677419110514507, 2.998484061883098]
[17.0, 14.4123258132743, 2.977408432892682]
[15.0, 10.006103127090295, 1.3751641369478076]
[15.0, 17.881990722123184, 1.84886644019124]
[17.0, 18.39741868261085, 2.442456200129272]
[17.0, 1.1031318120357092, 2.8560385143532114]
[18.0, 16.412831207089575, 1.206150230255099]
[18.0, 0.7539478084534124, 0.8959029903990774]
[17.0, 7.343392513900453, 0.2731909291583428]
[18.0, 10.845999512421582, 0.66750896106505]
[18.0, 2.962015972542549, 1.0894406041524294]
[16.0, 14.926276251381536, 2.813211008121627]
[18.0, 0.1670940834427714, 1.8687585897071977]
[15.0, 3.3719809686807367, 3.0356935955108426]
[18.0, 11.615936597069512, 2.13535680128746]
[18.0, 14.287751240745848, 3.038116129209991]
[17.0, 18.332862053878323, 0.9941294103867458]
[15.0, 14.109933038692477, 1.2325571657328191]
[18.0, 13.43558540509732, 0.8644037429995793]
[18.0, 7.886822927013286, 0.1152318548488273]
[16.0, 0.0256885105360282, 2.934586305266487]
[18.0, 2.403185174712439, 2.0469388171096283]
[18.0, 10.691090895120784, 3.065473133634235]
[16.0, 13.502597716888394, 2.437026300114272]
[17.0, 8.34896567792925, 2.427614635957672]
[18.0, 14.613580230567804, 0.7771509547591905]
[16.0, 10.437245906643575, 1.879575445166732]
[15.0, 1.4835239118862442, 1.596574874404599]
[17.0, 3.8403250193589766, 0.7045952434646587]
[15.0, 16.799964464878858, 0.7641866973896485]
[15.0, 14.49825493248879, 1.503416679305313]
[16.0, 17.8952397402499, 1.5258378621561266]
[18.0, 2.351144982418732, 2.2708411075244164]
[16.0, 19.80445069230148, 3.402352538644452]
[16.0, 4.188134278998672, 1.4382049683676248]
[16.0, 0.2355975257328402, 0.3365712986081556]
[16.0, 19.94845878107108, 3.1122811365205387]
[17.0, 5.621477708902263, 3.770694721842285]
[18.0, 13.360389050251198, 1.655613322522051]
[15.0, 3.533646283526104, 1.0504696915596752]
[15.0, 11.604570643982834, 2.5353912836886785]
[18.0, 18.080699729091187, 1.3960904942452492]
[15.0, 6.403623348568772, 2.025416982399455]
[18.0, 13.405079520887185, 3.2683025478531924]
[15.0, 3.75807177596833, 2.017218038843316]
[16.0, 12.495907974374504, 2.3976825794915584]
[15.0, 6.729007036350203, 0.2878673233291232]
[18.0, 4.224165171759033, 1.5487102111350304]
[18.0, 6.263641014072703, 2.905242112307261]
[18.0, 3.576821370155987, 0.2489771312307257]
[18.0, 18.03832215675765, 3.4184098665461984]
[18.0, 7.943737726342577, 0.5829208864689581]
[17.0, 4.905586099487347, 0.930028645913522]
[17.0, 8.968156820318658, 2.679085718058188]
[15.0, 6.410723336129911, 3.1062304249844512]
[18.0, 14.88838507626652, 2.781287883700032]
[15.0, 19.424398237709887, 4.0]
[18.0, 8.760673133952936, 2.3327839636333105]
[18.0, 17.220667999444807, 3.0677183698465544]
[17.0, 11.31726147119239, 0.869123386308555]
[17.0, 3.1447133018846696, 1.5205038773800068]
[16.0, 13.812454841626831, 3.2898231421759827]
[17.0, 10.268689942516405, 2.1757392926719743]
[16.0, 13.01213046504207, 1.8524286908169367]
[16.0, 17.7937482514333, 1.4772887703973712]
[16.0, 8.808691413120922, 2.878926862568036]
[16.0, 18.023552464347112, 1.0580507720986625]
[16.0, 15.013380285633096, 2.572890420104166]
[15.0, 9.772098517559694, 3.5877355870777485]
[17.0, 12.064442713159274, 1.30141801379926]
[16.0, 6.511622650380229, 3.2094931359032093]
[18.0, 19.671945994775484, 2.5372306390536963]
[17.0, 13.34702326100792, 1.9893957592572007]
[17.0, 0.8769370499325979, 3.0042333028010937]
[16.0, 6.532438114960176, 1.5135167558797396]
[15.0, 12.46628867518115, 2.172740551700977]
[16.0, 1.126665555984796, 0.6416491686246723]
[15.0, 0.4776838263828553, 2.7535902317989964]
[18.0, 9.000484790556051, 1.0384883524708666]
[17.0, 6.6538035938534, 2.255019102931137]
[18.0, 8.765972160663317, 1.666702257521599]
[15.0, 5.253866197600104, 2.499459429635027]
[15.0, 3.2943549388596183, 0.2782154592390721]
[18.0, 13.782867139606754, 2.6375942281323583]
[15.0, 10.29142232535601, 3.0571217282122816]
[18.0, 4.003084224987337, 1.3619328272119078]
[17.0, 6.391788525199966, 3.2389317177358112]
[18.0, 11.83615815326652, 2.573034385056746]
[17.0, 1.444586965449557, 0.0]
[18.0, 2.949060185323591, 3.143909878121016]
[15.0, 1.4649120821478023, 1.04646340029671]
[18.0, 16.246346654282377, 2.868574228220813]
[15.0, 15.048184664240186, 2.6394472915746228]
[18.0, 15.06625863758514, 2.669749932596335]
[18.0, 14.32650686952056, 2.794885282534225]
[16.0, 13.387708473397383, 1.1865697291923056]
[15.0, 9.5398383075635, 2.520175258554297]
[16.0, 12.8455632701423, 1.6010784880682591]
[15.0, 0.767231095759493, 0.0]
[16.0, 12.429288453135692, 1.5950547587554351]
[17.0, 15.557554110737543, 2.222002853095735]
[18.0, 10.007167207687804, 1.6150931484836668]
[15.0, 7.150266568544739, 1.6759194307143808]
[15.0, 5.548534696019583, 0.2143195035843396]
[18.0, 12.85604100324165, 1.5567655569083212]
[15.0, 13.856023972598177, 2.154199353389932]
[15.0, 17.41935199725085, 2.0706693123979414]
[16.0, 6.846681649219814, 0.5672371067999946]
[15.0, 15.395446147711713, 2.162688107920216]
[17.0, 11.22711648378676, 1.2912304259430896]
[17.0, 17.656729813561583, 2.340156389104695]
[18.0, 10.556242165912415, 2.923969740063049]
[15.0, 10.352596567959344, 2.1901466017791726]
[18.0, 11.557541628818182, 3.0742141920071315]
[17.0, 14.986307102848688, 1.009430321848957]
[15.0, 19.293809576569217, 2.118500601923897]
[15.0, 1.471267084315313, 2.615347947639846]
[18.0, 1.0686920478203432, 0.4159305071778432]
[17.0, 18.75100674814677, 3.9470929642201775]
[15.0, 10.597512510364124, 3.0173532270832526]
[18.0, 12.298060291338722, 2.813786291054958]
[17.0, 9.648472031894578, 0.7696361214560695]
[18.0, 1.8731490521494896, 0.8922661351679123]
[16.0, 15.36178756837333, 3.666290826527483]
[15.0, 14.94449290177174, 1.4015482387657991]
[16.0, 6.23406642985624, 1.4233383361752172]
[17.0, 6.124784904568008, 3.149644743525513]
[16.0, 16.75682761811037, 2.353731151756538]
[16.0, 1.4471451548265324, 1.1613543513353255]
[17.0, 17.622102967131315, 2.6471959858736853]
[18.0, 5.1332337979182885, 1.2989979848488324]
[16.0, 11.859694955109878, 2.6441973683601545]
[18.0, 18.71988358003556, 1.737989618721448]
[16.0, 13.56245003073293, 2.0187768989965207]
[18.0, 8.288596249340731, 0.7177804975968944]
[17.0, 13.790684178108304, 2.2675844008883907]
[16.0, 6.879592726327404, 1.2714946229661936]
[17.0, 5.545168326983722, 2.6216668933929705]
[16.0, 19.9336655586936, 1.228528505250038]
[17.0, 15.015804623595754, 2.4953123609841468]
[17.0, 12.894399547636352, 0.7017618078332725]
[16.0, 7.105792864386375, 3.8649768612963977]
[16.0, 0.9832165831009632, 0.684651926072042]
[16.0, 0.6211375207031122, 1.88585022368373]
[15.0, 11.083625108975976, 2.3278327626806856]
[18.0, 15.240654420781022, 0.8802328124843197]
[15.0, 10.7475838088771, 1.4119815069059265]
[15.0, 16.81570143878229, 1.6625318303754022]
[17.0, 0.6685306618644327, 1.3415984768250016]
[16.0, 7.335041528518802, 0.6592029163279249]
[18.0, 4.741407823483561, 2.153371206457846]
[17.0, 8.94545936314244, 2.4431029199121954]
[15.0, 1.4475278638824496, 0.2700885546341743]
[16.0, 19.08263283142145, 1.316724623344178]
[17.0, 4.465108021387218, 0.8177142023856205]
[16.0, 18.44615550967169, 2.056945969742978]
[17.0, 8.517863100733635, 3.219333348074609]
[16.0, 19.71048266510436, 2.2408700600381573]
[15.0, 11.081167669204214, 1.9137997969013387]
[18.0, 18.616657283516147, 2.240334376463302]
[15.0, 0.1069797738844569, 2.254547586191716]
[18.0, 14.964776123618002, 1.8913004299388907]
[16.0, 18.061013062050307, 2.2062263414776675]
[17.0, 2.794411339579081, 3.335098154642011]
[15.0, 1.9225170346430296, 2.4119864614713284]
[18.0, 8.491452143719112, 2.1609785190420574]
[15.0, 18.673578122658704, 1.165394363121266]
[18.0, 10.847731203808774, 2.58350063639477]
[15.0, 10.549129274434645, 3.017063255946228]
[18.0, 2.8225223659864374, 2.5761746968185832]
[18.0, 0.0157902218643757, 0.2333498804715068]
[16.0, 16.202801814909225, 3.646516388949796]
[18.0, 1.7514912597247645, 2.6054252316173008]
[16.0, 12.67699637470648, 3.3669295153821057]
[18.0, 18.29232909030383, 1.5837802579379994]
[17.0, 4.17303826316862, 0.7763967059483814]
[17.0, 13.305456724738216, 0.7834866400151184]
[17.0, 1.5739715341501892, 2.328311711261717]
